,houseloc,houseage,housesize,unitprice,north_latitude,east_longitude,distance
222,新凯城紫竹苑 ,1.6094379124341003,4.388257184424518,10.302733360830375,31.146485,121.340861,2.387298360628182
223,金硕河畔景园西区 ,2.1972245773362196,4.276527220481212,10.304475988617215,31.210040000000006,121.52607,1.3154413334491188
224,塘和家园桂花锦苑 ,1.791759469228055,4.532599493153256,10.30537961825751,31.20692,121.455,0.8649653356162204
225,百花新村 ,3.258096538021482,4.465333240800292,10.305714088793774,31.122695,121.337555,2.5472102075343495
226,高东新村 ,3.1780538303479458,4.0920085024245525,10.305747529695344,31.20373,121.28152,2.401107513070847
227,桃园新村(嘉定) ,3.5553480614894135,3.756538102587751,10.305847845690813,31.3886,121.24352,2.9938166975159897
228,新凯城紫荆苑 ,1.6094379124341003,4.425205848767815,10.306215584934407,31.306653000000004,121.490433,2.0082525058728002
229,浦江丽都 ,2.3978952727983707,4.274162988797936,10.30681704851387,31.218290000000003,121.47934,0.21821184374268565
230,新凯城香樟苑 ,2.0794415416798357,4.388257184424518,10.306883855475181,31.227127000000007,121.509697,0.8239457599786997
231,民乐小区 ,3.091042453358316,4.537854478703224,10.307284603543595,31.221663,121.514336,0.9748842448247964
232,天虹四村 ,3.1354942159291497,4.139317927864832,10.307484917369258,31.39308,121.50607,2.759383468461007
233,浦江宝邸 ,1.6094379124341003,4.094177881665002,10.309152640646959,31.4263,121.41115,2.9518339152406274
234,新弘国际城(公寓) ,2.0794415416798357,4.499476281429027,10.309319260105164,31.021566,121.517273,3.0052011850583975
235,荣盛名邸(公寓) ,2.5649493574615367,4.517103707119641,10.31001875882629,31.07515,121.32799,2.828883450851634
236,欣佳宝邸 ,2.0794415416798357,4.338335946049148,10.310085352240225,31.228329,121.56295,1.6678158637674876
237,新凯城紫竹苑 ,1.6094379124341003,4.2367118035090225,10.311183503795652,31.16303,121.38316,2.0935750159650386
238,朗诗未来街区 ,1.3862943611198906,4.352469082431556,10.317482841647667,30.971072,121.507629,3.216851908738155
239,远香舫嘉苑 ,1.9459101490553132,4.922969157343683,10.318077568421293,31.213586,121.56415,1.7215346612944338
240,朗诗未来街区 ,1.3862943611198906,4.351696284866048,10.318242707551384,30.971072,121.507629,3.216851908738155
241,永丰苑 ,2.4849066497880004,4.525910505002459,10.319232970051848,31.092673,121.420999,2.6009114709863055
